id,name,country,lat,lon,location_precision,description,elevation_m,distance_to_coast_km,climate_zone
50123,Masalia,India,16.11050054235501,80.20345089471738,precise,"An ancient place, cited: BAtlas 5 D3 Masalia",27.0,346.0,tropical
50174,Olochoira,India,13.344129,74.720013,precise,"An ancient place, cited: BAtlas 5 C4 Olochoira",4.0,259.4,tropical
50119,Mankada,India,11.016492,76.177746,precise,"An ancient place, cited: BAtlas 5 D4 Mankada",47.0,355.2,tropical
50158,Nandyal,India,15.47641,78.482406,precise,"An ancient place, cited: BAtlas 5 D3 Nandyal",210.0,337.9,tropical
50178,Orientale Mare/Gangeticus Sinus/Eous Oceanus,India,15.0000001,89.9999999,precise,"Ancient Greek and Roman sources refer to the Bay of Bengal, which forms the northeastern portion of the Indian Ocean, by these names. It was also sometimes construed as an ocean entirely surrounding Asia.",0.0,779.8,tropical
50139,Modoutou Emporion,Sri Lanka,9.213943,80.776299,precise,"Ptolemy places the ""Modoutoi"" in the northern part of ancient Sri Lanka, and provides coordinates for a ""Modoutou emporion"". Tentatively following Berthelot, BAtlas places the emporion in the vicinity of modern Mullaitivu.",34.0,107.2,equatorial
50155,Nagour,India,11.18796,79.775066,precise,"An ancient place, cited: BAtlas 5 D4 Nagour",4.0,79.2,tropical
50114,Mambalam,India,13.037431,80.274633,precise,"An ancient place, cited: BAtlas 5 E4 Mambalam",13.0,5.0,tropical
50138,Modoura,India,9.90839,78.122503,precise,"An ancient place, cited: BAtlas 5 D5 Modoura",138.0,206.0,equatorial
50179,Orneon? Pr.,Sri Lanka,5.9192089,80.5916227,precise,"An ancient place, cited: BAtlas 5 inset Orneon? Pr.",8.0,44.2,equatorial
50159,Nanigaina,India,16.770014,80.286238,precise,"An ancient place, cited: BAtlas 5 E3 Nanigaina",53.0,419.2,tropical
50118,Maniolai (islands),India,12.356071346709554,92.80095117106964,precise,Islands mentioned in Ptolemy. They may correspond to the modern Andaman islands in the Bay of Bengal.,112.0,849.9,tropical
50163,Nastullapur,India,18.165296,78.838349,precise,"An ancient place, cited: BAtlas 5 D3 Nastullapur",481.0,595.3,tropical
50175,Ongole,India,15.488367,80.047904,precise,"An ancient place, cited: BAtlas 5 E3 Ongole",12.0,278.0,tropical
50137,Modogoulla,India,16.001479,76.439,precise,"An ancient place, cited: BAtlas 5 D3 Modogoulla",548.0,287.9,tropical
50160,Naoura/Nitriae,India,14.281472,74.449703,precise,"An ancient place, cited: BAtlas 5 C4 Naoura/Nitriae",20.0,152.4,tropical
50199,Paloura,India,10.472567,76.700285,precise,"An ancient place, cited: BAtlas 5 D4 Paloura",814.0,278.0,tropical
50156,Namades/Lamnaios (river),India,22.52964037676565,77.61144148724505,precise,"The modern Narmada River in Gujarat, India, originates in the Vindhya mountain range and flows west to empty into the Gulf of Khambhat.",322.0,635.7,tropical
50117,Mandas (river),India,18.7916693485695,78.06443769366221,precise,"An ancient place, cited: BAtlas 5 E3 Mandas fl.",355.0,554.3,tropical
50140,Modubae,India,17.024297320346573,78.45215174242466,precise,Mūtibas. An ancient people in S India.,671.0,489.5,tropical
50194,Palaeogoni/Serendivae,Sri Lanka,7.573899844308213,80.8953661251433,precise,"An ancient place, cited: BAtlas 5 inset Palaeogoni/Serendivae",122.0,191.1,equatorial
50182,Ouangana? (island),Sri Lanka,9.596698163244024,79.83167340477169,precise,"An ancient place, cited: BAtlas 5 inset Ouangana? Ins.",0.0,29.2,equatorial
50157,Nanagounas (river),India,21.41708996022309,75.53370878175613,precise,"An ancient place, cited: BAtlas 5 C2 Nanagounas fl.",567.0,391.9,tropical
50120,Mantai,Sri Lanka,8.956304,79.961254,precise,Mantai was an ancient coastal town and harbor of northern Sri Lanka.,13.0,93.9,equatorial
50150,Nagadiba,Sri Lanka,9.089818241402211,80.50191613174175,precise,"Ptolemy records a city and island called ""Nagadiba"" and also provides the ethnic name ""Nagadiboi"". One strand of twentieth century western scholarship, reflected in BAtlas, tentatively placed this site on the northeastern coast of Sri Lanka in the vicinity of modern Trincomalee (see also Emmanuel 2000). Another scholarly tradition, most recently repeated in Ashire 2012, identifies the Ptolemaic Nagadiba with the island and settlement hosting what is now known as the Nagadeepa/Nainadhivu Buddhist shrine off the northern peninsula of Jaffna.",54.0,96.3,equatorial
50107,Malanga,India,12.838963,79.69958,precise,"Ptolemy places this ancient city in India. BAtlas identifies it firmly with modern Kanchipuram, which is located inland and southwest from modern Chennai.",86.0,67.5,tropical
50146,Muziris,India,10.153976,76.213146,precise,An important port and trading village,6.0,268.6,tropical
50166,Nellore,India,14.450364,79.984779,precise,"An ancient place, cited: BAtlas 5 D4 Nellore",22.0,164.8,tropical
50127,Megisba Stagnum,India,10.0,80.0,rough,"Pliny the Elder describes the ""Megisba Stagnum"" as an inland marsh or lake of Sri Lanka that has a circumference of 375 Roman miles. He says that from this wetland once flowed two rivers: one called Palaesimundus and the other called Cydara.",0.0,22.2,equatorial
50167,Nevasa,India,19.62041,74.894449,precise,"An ancient place, cited: BAtlas 5 C3 Nevasa",477.0,230.4,tropical
50192,Paithana,India,19.468043,75.385416,precise,"An ancient place, cited: BAtlas 5 D3 Paithana",460.0,276.4,tropical
50184,Oulippada?,Sri Lanka,6.808048,80.497715,precise,"An ancient place, cited: BAtlas 5 inset Oulippada?",2060.0,95.7,equatorial
50147,Mysore,India,12.5,77.5,rough,"An ancient place, cited: BAtlas 5 D4 Mysore",759.0,258.7,tropical
50110,Mallayapalam,India,15.825602,79.858189,precise,"An ancient place, cited: BAtlas 5 E3 Mallayapalam",56.0,317.8,tropical
50151,Nagagoura,India,21.146995,79.096187,precise,"An ancient place, cited: BAtlas 5 D2 Nagagoura",305.0,699.5,tropical
50312,Tyndis,India,10.763548,75.926477,precise,"An ancient place, cited: BAtlas 5 D4 Tyndis",6.0,342.8,tropical
50328,Vidiyadurrapuram,India,16.415293,80.595167,precise,"An ancient place, cited: BAtlas 5 E3 Vidiyadurrapuram",17.0,381.1,tropical
50324,Vasavasamudram,India,12.49946,80.118864,precise,"An ancient place, cited: BAtlas 5 E4 Vasavasamudram",6.0,59.0,tropical
50332,Waghoda,India,21.151298,75.418646,precise,"An ancient place, cited: BAtlas 5 D2 Waghoda",184.0,363.3,tropical
50333,Weepangandla,India,16.280753,78.297275,precise,"An ancient place, cited: BAtlas 5 D3 Weepangandla",387.0,423.7,tropical
50325,Veeravasaram,India,16.467309,81.483682,precise,"An ancient place, cited: BAtlas 5 E3 Veeravasaram",3.0,406.0,tropical
50309,Tosale,India,20.141589,86.016551,precise,"An ancient place, cited: BAtlas 5 F2 Tosale",15.0,223.7,tropical
50329,Vinukonda,India,18.040711,83.589194,precise,"An ancient place, cited: BAtlas 5 E3 Vinukonda",21.0,569.1,tropical
50305,Tiagoura,India,20.344225,74.204221,precise,"An ancient place, cited: BAtlas 5 C2 Tiagoura",753.0,209.7,tropical
50313,Tyndis (river),India,22.5,82.5,rough,The Mahanadi river.,332.0,524.9,tropical
50318,Udappu,Sri Lanka,8.514013,79.986721,precise,"An ancient place, cited: BAtlas 5 inset Udappu",37.0,143.0,equatorial
50322,Valaicchenai,Sri Lanka,6.971356,81.630057,precise,"An ancient place, cited: BAtlas 5 inset Valaicchenai",49.0,191.4,equatorial
50314,Tynnas (river),India,12.5,77.5,rough,"An ancient place, cited: BAtlas 5 D4 Tynnas fl.",759.0,258.7,tropical
50338,Zaba? (island),Sri Lanka,6.4,81.716667,precise,"An ancient place, cited: BAtlas 5 inset Zaba? Ins.",0.0,173.5,equatorial
50303,Thanjavur,India,10.783937,79.141673,precise,"An ancient place, cited: BAtlas 5 D4 Thanjavur",54.0,143.4,tropical
50335,Yashwantpur,India,13.020918,77.551183,precise,"An ancient place, cited: BAtlas 5 D4 Yashwantpur",912.0,274.1,tropical
50323,Valuvaly,India,10.711186,76.546666,precise,"An ancient place, cited: BAtlas 5 D4 Valuvaly",83.0,308.6,tropical
50336,Yelleshwaram,India,16.159267,78.970364,precise,"An ancient place, cited: BAtlas 5 D3 Yelleshwaram",532.0,379.3,tropical
50320,Vadgaon,India,15.763323,74.665214,precise,"An ancient place, cited: BAtlas 5 C3 Vadgaon",659.0,97.2,tropical
50300,*Templum Augusti,India,10.157551,76.207229,precise,"An ancient place, cited: BAtlas 5 D4 *Templum Augusti",9.0,269.2,tropical
50301,Tennagora,India,11.376307,77.897214,precise,"An ancient place, cited: BAtlas 5 D4 Tennagora",254.0,215.3,tropical
50326,Vellalore,India,10.806522,77.055401,precise,"An ancient place, cited: BAtlas 5 D4 Vellalore",309.0,304.9,tropical
50311,Tropina,India,9.806614,76.482942,precise,"An ancient place, cited: BAtlas 5 D5 Tropina",45.0,220.2,equatorial
50307,Tondamanathan,India,11.52503,79.681619,precise,"An ancient place, cited: BAtlas 5 D4 Tondamanathan",4.0,43.6,tropical
50257,Sardonyx (mountain),India,21.54876483663184,76.38888953949329,precise,The modern Satpura range.,380.0,469.5,tropical
50216,Phrourion,India,12.245497,79.414997,precise,"An ancient place, cited: BAtlas 5 D4 Phrourion",90.0,56.8,tropical
50294,Tagara,India,18.301382,76.14594,precise,"An ancient place, cited: BAtlas 5 D3 Tagara",636.0,361.0,tropical
50236,Pyrron Oros,India,7.5,77.5,rough,"An ancient place, cited: BAtlas 5 D5 Pyrron Oros",0.0,66.7,equatorial
50220,Podoperoura,India,10.595404,76.561462,precise,"An ancient place, cited: BAtlas 5 D4 Podoperoura",76.0,296.0,tropical
50298,Sri Lanka,Sri Lanka,7.981399724107249,80.57467817700461,rough,"The island of Sri Lanka lies at the center of the Indian Ocean world, connecting and connected by trade and communication with and between Africa, Arabia, southwest Asia, peninsular south Asia, Southeast Asia, Oceania, and beyond.",131.0,211.8,equatorial
50299,Tarachoi,Sri Lanka,7.756747232932038,81.50598691179326,precise,"An ancient people, tribe, or cultural group. Located: E coast of Sri Lanka.",8.0,242.8,equatorial
50221,Podouke/Arikamedu,India,11.902299155510416,79.81975045173745,precise,"Podouke/Arikamedu is an archaeological site located in Kakkayanthope, Ariyankuppam Commune, Puducherry, India.",3.0,2.2,tropical
50260,Selour,India,10.432112,77.38007,precise,"An ancient place, cited: BAtlas 5 D4 Selour",344.0,259.7,tropical
50295,Tainour,India,9.869413,77.93307,precise,"An ancient place, cited: BAtlas 5 D5 Tainour",138.0,202.4,equatorial
50201,Pandion,India,9.653858785357343,78.19358994658116,precise,"An ancient place, cited: BAtlas 5 D5 Pandion",78.0,188.8,equatorial
50226,Pounnata,India,9.584268,76.530222,precise,"An ancient place, cited: BAtlas 5 D5 Pounnata",11.0,196.4,equatorial
50271,Sippara,India,18.300264,83.554891,precise,"An ancient place, cited: BAtlas 5 E3 Sippara",105.0,551.9,tropical
50210,Peddabunkur,India,18.295769,79.094869,precise,"An ancient place, cited: BAtlas 5 D3 Peddabunkur",303.0,602.8,tropical
50293,Tadali,India,20.091678,79.114719,precise,"An ancient place, cited: BAtlas 5 D2 Tadali",201.0,672.7,tropical
50250,Salihundan,India,18.336424,83.963492,precise,"An ancient place, cited: BAtlas 5 E3 Salihundan",16.0,517.9,tropical
50266,Sigiriya,Sri Lanka,7.957136736929782,80.75726324052827,precise,An archaeological site currently interpreted as the capital city of the parricidal King Kassapa I (A.D. 477–95). The site was listed as a UNESCO World Heritage Site in 1982.,204.0,221.2,equatorial
50273,Sisupalgarh,India,20.230313,80.880875,precise,"An ancient place, cited: BAtlas 5 F2 Sisupalgarh",404.0,704.1,tropical
50205,Paralia,India,8.531066006606288,77.50765587158209,precise,"An ancient place, cited: BAtlas 5 D5 Paralia",168.0,47.9,equatorial
50252,Saline? (island),India,18.7969257,93.6353035,precise,"An ancient place, cited: BAtlas 5 G3 Saline? Ins.",28.0,691.1,tropical
50244,Sadenoi,India,18.877867641368937,77.47571170006027,precise,"An ancient people, tribe, or cultural group. Śātavāhanas, dominant political power in Deccan Skt.: Śātavāhana.",392.0,491.9,tropical
50213,Perinkari,India,9.684856,78.616334,precise,"An ancient place, cited: BAtlas 5 D5 Perinkari",36.0,152.2,equatorial
50248,Salakenoi,India,16.60732313316992,81.56768619959611,precise,An ancient people between Kṛṣṇa and Godāvarīdeltas. Skt.: Śālankāyana.,6.0,423.6,tropical
50279,Sorai,India,12.376989244653016,79.03998187266694,precise,"An ancient place, cited: BAtlas 5 D4 Sorai",192.0,98.2,tropical
50243,Sada,India,20.013925,93.330422,precise,"An ancient place, cited: BAtlas 5 G2 Sada",0.0,590.0,tropical
50202,Pandipatna,India,12.614347,80.194277,precise,"An ancient place, cited: BAtlas 5 E4 Pandipatna",12.0,44.4,tropical
50275,Solen (river),India,7.5,77.5,rough,"An ancient place, cited: BAtlas 5 D5 Solen fl.",0.0,66.7,equatorial
50234,Pseudostomos (river),India,9.848470792001356,76.81861656035815,precise,The Periyar river.,87.0,208.3,equatorial
50218,Pidarikulam,Sri Lanka,8.832784,80.0153675,precise,"An ancient place, cited: BAtlas 5 inset Pidarikulam",11.0,107.6,equatorial
50219,Dharanikota/Pitoura,India,16.5776502,80.3483711,precise,"Dharanikota is a modern village adjoining Amaravathi on the southern bank of the Krishna river in Andhra Pradesh. Ancient habitation, attested by pottery, and a series of wharfs and water management structures in various materials including brick and stone, indicate that trade and settlement activity began at the site as early as the second century BCE. The site has been identified with Ptolemy's Pitoura, which he identifies as a ""metropolis"".",33.0,397.9,tropical
50203,Pandiruppu,Sri Lanka,7.4263926,81.8169319,precise,"A settlement in eastern Sri Lanka that was reported in the early 20th century to have been the findspot of one, and maybe a few more, Roman bronze coins of the fourth century. Walburg suspects that this reported provenance may be incorrect.",5.0,238.8,equatorial
50254,Sanpewada,India,21.025933,79.291868,precise,"An ancient place, cited: BAtlas 5 D2 Sanpewada",276.0,714.6,tropical
50281,Souboura,India,11.750868,79.763329,precise,"An ancient place, cited: BAtlas 5 D4 Souboura",7.0,17.1,tropical
50278,Sopatma,India,12.188994,79.942282,precise,"One of three ""emporia"" listed in the PME and placed by it after (i.e., northward from) Kamara and Poduke. BAtlas identified it firmly with modern Marakanam, but Dayalan more recently asserts it might be tentatively identified with Mamallapuram.",14.0,35.7,tropical
50297,Tangala,India,9.700443,77.833286,precise,"An ancient place, cited: BAtlas 5 D5 Tangala",136.0,181.7,equatorial
510167491,Somapura Mahavihara,India,25.031275197988663,88.97691381012008,precise,Somapura Mahavihara was an early medieval Buddhist monastery (vihara) established by king Dharmapala in the late eighth century or the early ninth century CE.,19.0,289.8,subtropical
584982267,Brihadishwara Temple,India,10.782584667711836,79.13139672701752,precise,11th century Hndu temple Tanjuvar dedicated to Shiva with smaller shrines around it.,63.0,144.1,tropical
544503271,"Kalugumalai, Mangulam",India,10.0223446,78.2583678,precise,Hill near the village of Mangulam in Tamil Nadu. The hill contains several rock caves used by Jain monks and six Tamil-Brahmi inscriptions dated to the third-second centuries BCE.,249.0,192.4,tropical
536439049,Dharmaraja Ratha,India,12.608697243152433,80.18951256413438,precise,Modern name of a seventh-century Pallava rock-cut temple in Mahābalipuram.,7.0,45.1,tropical
531398484,Angkor,Cambodia,13.43333,103.8333,precise,"The capital city of the Khmer empire, founded in the late 9th century by Yasovarman I (889-901). The city was sacked in 1431 by invaders from the Ayutthaya kingdom, and was abandoned except for the temple of Angkor Wat, which remained a Buddhist shrine.",21.0,317.1,tropical
532531493,Periyapattinam,India,9.27263,78.90232,precise,"A late medieval port town located in modern Tamil Nadu, India, on the Bay of Bengal. It seems to have flourished from the 13th century until the 17th, with Chinese and Islamic pottery from the first two centuries of that time being most abundant.",9.0,133.9,equatorial
528388226,Cave 19 at Udayagiri,India,23.5404115,77.7718366,precise,"The largest cave temple at Udayagiri, known as the Amrita or Viṣṇupada cave.",435.0,721.2,subtropical
